,Date,Name,Budget
63,"Nov 3, 2016",Hacksaw Ridge," $40,000,000"
64,"Mar 2, 2001",The Mexican," $40,000,000"
65,"Aug 28, 2009",The Final Destination," $40,000,000"
66,"Apr 17, 2009",17 Again," $40,000,000"
67,"Feb 18, 2011",Unknown," $40,000,000"
68,"Jun 4, 2010",Get Him to the Greek," $40,000,000"
69,"Nov 21, 2003",Gothika," $40,000,000"
70,"Nov 30, 2001",Behind Enemy Lines," $40,000,000"
71,"Mar 18, 2011",The Lincoln Lawyer," $40,000,000"
72,"Oct 15, 2004",Shall We Dance?," $40,000,000"
73,"Aug 25, 2006",Invincible," $40,000,000"
74,"Feb 15, 2013",Escape From Planet Earth," $40,000,000"
75,"Jul 10, 1998",Small Soldiers," $40,000,000"
76,"Jul 31, 1997",Spawn," $40,000,000"
77,"Nov 26, 2014",Horrible Bosses 2," $40,000,000"
78,"Jan 25, 2002",The Count of Monte Cristo," $40,000,000"
79,"Oct 20, 2006",The Prestige," $40,000,000"
80,"Jun 16, 2006",The Lake House," $40,000,000"
81,"Jul 9, 2010",Predators," $40,000,000"
82,"Aug 15, 2012",The Odd Life of Timothy Green," $40,000,000"
83,"Jul 31, 1987",The Living Daylights," $40,000,000"
84,"Dec 8, 2006",Apocalypto," $40,000,000"
85,"Feb 14, 2007",Music and Lyrics," $40,000,000"
86,"Jun 18, 1986",Legal Eagles," $40,000,000"
87,"Mar 12, 2004",Secret Window," $40,000,000"
88,"Aug 12, 2005",The Skeleton Key," $40,000,000"
89,"Jun 18, 2014",Jersey Boys," $40,000,000"
90,"May 2, 2008",Made of Honor," $40,000,000"
91,"Nov 21, 1997",The Rainmaker," $40,000,000"
92,"Feb 7, 1992",Medicine Man," $40,000,000"
93,"Dec 12, 1997",Amistad," $40,000,000"
94,"May 28, 2014",A Million Ways to Die in The West," $40,000,000"
95,"Aug 12, 2011",Final Destination 5," $40,000,000"
96,"Nov 9, 2018",Widows," $40,000,000"
97,"Apr 8, 2005",Fever Pitch," $40,000,000"
98,"Dec 25, 2007",Aliens vs. Predator - Requiem," $40,000,000"
99,"Dec 25, 2007",The Water Horse: Legend of the Deep," $40,000,000"
